Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/05/2017,"25 CASTLE PARK, NEWTOWNFORBES, LONGFORD",Longford,,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2017,"19 NORTHUMBERLAND RD, DUBLIN 4, DUBLIN",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2017,"10 SHAWS LANE, BATH AVE, SANDYMOUNT",Dublin,,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2017,"20 CHESTNUT GARDENS, NEWCASTLE WEST, LIMERICK",Limerick,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"12 INISHFALLEN HOLIDAY VILLAGE, KILLARNEY, HOLIDAY VILLAGE",Kerry,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2017,"APT 107 CASTLE PLACE, RAILWAY SQUARE, MANOR STREET",Waterford,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2017,"36 LARKSPUR HALL, LEVMOSS PARK, THE GALLOPS",Dublin,,"€303,965.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
31/07/2017,"4 BALLYOWEN HALL, BALLYOWEN LANE, LUCAN",Dublin,,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2017,"41 SEACLIFFE RD, BALDOYLE, DUBLIN 13",Dublin,,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"21 PEMBROKE PARK DR, PEMBROKE WOOD, PASSAGE WEST",Cork,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"422 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin,,"€242,200.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2017,"33 Maydenshayes Square, Mornington, County Meath",Meath,,"€262,290.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/12/2017,"8 CATHERINE'S COURT, FRIARSHILL, WICKLOW",Wicklow,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2017,"PINE GROVE, KILMACOMMA, DUNGARVAN RD CLONMEL",Waterford,,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"7 MOUNT ANDREW CRESCENT, LUCAN, DUBLIN",Dublin,,"€254,297.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"69 DURABHAN, DOUGHISKA, GALWAY",Galway,,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"4 THE CRESCENT, FOXLODGE WOODS, RATOATH",Meath,,"€512,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2017,"55 CEDAR VALE, ATHLUMNEY WOOD, NAVAN",Meath,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"7 LISDARN HEIGHTS, SWELLAN UPPER, CAVAN",Cavan,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2017,"APT 3 BRACKENWOOD LANE, FLEMINGTON, BALBRIGGAN",Dublin,,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"3 LANDSDOWNE MANOR, SWELLAN, CAVAN",Cavan,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2017,"14 PARK AVENUE, MILLERS GLEN, SWORDS",Dublin,,"€288,545.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/02/2017,"GORTEEN, KILLAVILLA, ROSCREA",Tipperary,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"8 NEWTOWN MANOR, BALLINDINE, CO. MAYO",Mayo,,"€134,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/11/2017,"14 Maydenhayes Mews, Maydenhayes, Mornington",Meath,,"€219,823.78",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2017,"BALREAGH, MONILEA, CO WESTMEATH",Westmeath,,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"47 MARYMOUNT, FERRYBANK, WATERFORD",Waterford,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"11 CASTLE PARK, TWO MILE BORRIS, THURLES",Tipperary,,"€154,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2017,"O DONNELLS COTTAGE, LOUGHREA RD, GORT",Galway,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"29 TRALEE MARINA, TRALEE, KERRY",Kerry,,"€39,692.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2017,"5 RINNARAW, PORTNABLAGH, DONEGAL",Donegal,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"MULLAGH, LONGFORD",Longford,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2017,"15 FINNSVIEW, FINNSTOWN CLOISTERS, LUCAN",Dublin,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"20 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin,,"€391,269.80",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/06/2017,"35 LIOS RUA, BALLYCASEY, SHANNON",Clare,,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/09/2017,"3 OXFORD RD, RANELAGH, DUBLIN 6",Dublin,,"€1,070,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"APT 13 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON",Dublin,,"€910,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2017,"34 MARLINSTOWN PARK, BLOCK C, MULLINGAR",Westmeath,,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"30  THE ASHES, ELMFIELD, LEOPARDSTOWN",Dublin,,"€345,641.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/2017,"2 ABBEY STREET, LOUGHREA, COUNTY GALWAY",Galway,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2017,"KNOCKSAGGART, NEWMARKET ON FERGUS, CLARE",Clare,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"CORRÚCH, INIS MÓR, ARAN ISLANDS",Galway,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"LISNALANIVE, MITCHELSTOWN, CORK",Cork,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"43 Barretstown meadows, Newbridge, Newbridge",Kildare,,"€268,723.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2017,"2 RHEBOGUE MEADOWS, DUBLIN RD, LIMERICK",Limerick,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"111 UPPER NEWCASTLE, GALWAY",Galway,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"APT 7, HOLLYMOUNT HOUSE, DENMARK STREET",Limerick,,"€77,812.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2017,"57 BOYLE OREILLY, DROGHEDA, LOUTH",Louth,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2017,"25 MOY VIEW, KILDALKEY, MEATH",Meath,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2017,"VIRGINIA COTTAGE, PATRICK STREET, TRAMORE",Waterford,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2017,"4 Rowan House, Silverbanks, The Coast",Dublin,,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2017,"OLD TOWN, NURNEY, COUNTY CARLOW",Carlow,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"16 CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",Dublin,,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2017,"157 RAITHIN ASHE ROAD, MULLINGAR, CO. WESTMEATH",Westmeath,,"€49,250.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/03/2017,"17 MEADOW DRIVE, THE MEADOWS, HOLLYHILL",Cork,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"CLOONMORE, CARRACASTLE, BALLAGHDEREEN",Mayo,,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2017,"32 Gort na Duin, Oranhill, Oranmore",Galway,,"€254,625.55",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/02/2017,"APARTMENT 5, KILLEEN, IVERAGH RD",Kerry,,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2017,"WOODGRAIGUE DUNCORMICK, DUNCORMICK, WEXFORD",Wexford,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"Mullaboden Cottage, BALLYMORE EUSTACE",Kildare,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"180 BRIGHTWATER, CROSSHAVEN, CORK",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2017,"BRACKILE, KNOCKANRAWLEY, CLONMEL RD",Tipperary,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"15 Elder Heath Park, Elder Heath, Kiltipper Road",Dublin,,"€251,100.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/06/2017,"11 The Strand, Marina Village, Greystones",Wicklow,,"€497,780.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/08/2017,"HOGAN STAND APARTMENT 1, THE SQUARE, BALLYRAGGET",Kilkenny,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2017,"125 WALKINSTOWN AVE, WALKINSTOWN, DUBLIN 12",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2017,"1 CLOS ARD, PROSPECT HILL, GALWAY",Galway,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2017,"MAIN STREET, BELLAGHY, CHARLESTOWN",Sligo,,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"APT4, 94 PEMBROKE RD, BALLSBRIDGE DUBLIN 4",Dublin,,"€214,286.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2017,"CREGBOY, DOORUS, KINVARA",Galway,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"4 KNOCKANPIERCE, NENAGH, TIPPERARY",Tipperary,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2017,"56 CORN EXCHANGE, POOLBEG ST, DUBLIN 2",Dublin,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"25 BALALLY DR, DUNDRUM, DUBLIN 16",Dublin,,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"6 BALLAGH COVE, THE BALLAGH, ENNISCORTHY",Wexford,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"6 HEATHER HILL MEWS, GRAIGUECULLEN, LAOIS",Laois,,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"56 WILDERNESS GROVE, CLONMEL, TIPPERARY",Tipperary,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"1 MOUNT EUSTACE WALK, TYRRELSTOWN, DUBLIN 15",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2017,"76 Barley Field, Wicklow HIlls, Newtownmountkennedy",Wicklow,,"€189,427.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/2017,"3 DRUMSHANBO RD, LEITRIM VILLAGE, LEITRIM",Leitrim,,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"27 PEARSE PARK, SALLYNOGGIN, DUBLIN",Dublin,,"€8,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2017,"APT 1, GROUND FLOOR BLOCK A, KEMPTON COURT DRUMALEE",Cavan,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2017,"APT 36, HENRIETTA HALL, BOLTON STREET",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2017,"DUNGOOLY, DUNDALK, COUNTY LOUTH",Louth,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2017,"35 CAROLINA PARK, KILTOY, RAMELTON RD",Donegal,,"€161,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"18 OLD MOORES, KILKEE, CLARE",Clare,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"DAVIDSTOWN, GLYNN, WEXFORD",Wexford,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2017,"3 IRISHTOWN RD, DUBLIN 4, DUBLIN",Dublin,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2017,"CLOONDARA, LONGFORD",Longford,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2017,"THE CASHEW, BALLYDUFF, TRALEE",Kerry,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"80 MILLBOURNE DRIVE, SLANE ROAD, ASHBOURNE",Meath,,"€283,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"14 CLOVERWELL, EDGEWORTHSTOWN, LONGFORD",Longford,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2017,"36 TICKNOCK PARK, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin,,"€55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"5 DEERY TERRACE, INNISKEEN, MONAGHAN",Monaghan,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"APT 1-3, 34 NEW CABRA RD, DUBLIN 7",Dublin,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2017,"APARTMENT 1, 95 JKL STREET, EDENDERRY",Offaly,,"€19,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2017,"1 KELLY CRESCENT, ROSSNOWLAGH",Donegal,,"€190,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2017,"BLEANTIS, BALLINAMULT, WATERFORD",Waterford,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2017,"COOM LOWER, GNEEVEGUILLA, RATHMORE",Kerry,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"21 Maoilin, Ballymoneen Road",Galway,,"€270,925.11",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/06/2017,"MAYNOOTH RD, PROSPEROUS, KILDARE",Kildare,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"52 GLEANN RUA, KILLYLASTIN, LETTERKENNY",Donegal,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"KEAMORE HOUSE, LEAP, CORK",Cork,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2017,"MILL RD, COOLACOOSANE, KANTURK",Cork,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2017,"IVY COTTAGE, BLACKHORSE, DRINAGH",Wexford,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"28 Drummond Radhairc, Dundalk Road, Carrickmacross",Monaghan,,"€239,910.46",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/07/2017,"2 School Road, Attycristoria, Lahinch",Clare,,"€255,506.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
01/03/2017,"2 HOOK VIEW, COXTOWN, DUNMORE EAST",Waterford,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"29b Djouce Meadows, Roundwood",Wicklow,,"€246,696.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/10/2017,"24 AMANA EST, BALLINA, CO MAYO",Mayo,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2017,"30 DODDER VIEW COTTAGES, BALLSBRIDGE, DUBLIN 4",Dublin,,"€401,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2017,"22 MARIAN PARK, NEWTOWNPARK AVE, BLACKROCK",Dublin,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2017,"VIOLETSTOWN, GAYBROOK, WESTMEATH",Westmeath,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"84 THE AVENUE, MEADOWVALE, ARKLOW",Wicklow,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2017,"PUTTAGHAUN, TULLAMORE, CO OFFALY",Offaly,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"28 Dunville Park, Athlumney, Navan",Meath,,"€231,718.06",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2017,"APT 433, BROOKFIELD HALL, CASTLETROY",Limerick,,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"11 CELTIC COTTAGES, COLLA RD, SCHULL",Cork,,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2017,"26 MANOR STREET, DUBLIN 7",Dublin,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"10 ERNE CT, BELTURBET, CAVAN",Cavan,,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"7 LAWLOR WAY, FAIRGREEN VILLAGE, PORTLAOISE",Laois,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"58 KILLEGLAND MEADOWS, KILLEGLAND ST, ASHBOURNE",Meath,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2017,"TOWERVIEW, OLD KILCULLEN, KILCULLEN",Kildare,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"ARDEEN, UPPER CORK STREET, MITCHELSTOWN",Cork,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2017,"CLOONAKILLA, BALLYNACALLY, ENNIS",Clare,,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/03/2017,"1 Crenigans Banog, Milltown Road, Ashbourne",Meath,,"€436,123.35",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/2017,"268 Beechpark, Leixlip",Kildare,,"€325,991.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/01/2017,"STAGHALL, BELTURBET, CAVAN",Cavan,,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"APT 33, WELLMOUNT STUDENT VILLAGE, DUBLIN RD",Westmeath,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2017,"57 Crenigan's Banog, Milltown Road, Ashbourne",Meath,,"€268,722.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2017,"1 GORTONORA, DINGLE, CO. KERRY",Kerry,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"1 PARK CT, BALLYVOLANE, CORK",Cork,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2017,"1 THE GRAINSTORE, BAGENALSTOWN, CARLOW",Carlow,,"€475,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/09/2017,"4 ST JAMES TERRACE, TULLAMORE RD, KILBEGGAN",Westmeath,,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2017,"19 Blackrock House, Blackrock, Cork",Cork,,"€210,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/05/2017,"3 FARMHILL DR, GOATSTOWN, DUBLIN 14",Dublin,,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2017,"1SAINT NICHOLAS TERRACE, CLONMEL, TIPPERARY",Tipperary,,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"15 CORK ST, MACROOM, CO CORK",Cork,,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2017,"Apartment No. 7 The Oak, The Retreats, Park Hotel Kenmare",Kerry,,"€418,501.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
05/04/2017,"APT 7 ROSEBANK PLACE, CLONDALKIN, DUBLIN 22",Dublin,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2017,"93 BROOKLAWN, NEW ROSS, WEXFORD",Wexford,,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2017,"19 WOODFARM AVENUE, PALMERSTOWN, DUBLIN 20",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2017,"8 ELMFIELD WAY, CLAREHALL, DUBLIN 13",Dublin,,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"KEELOGHANE, BEAUFORT, KILLARNEY",Kerry,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2017,"11 SLI BHEARU, COIS BHEARU, ATHY",Kildare,,"€165,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"6 BRYANSTOWN COURT, BRYANSTOWN CENTRE, DUBLIN RD",Louth,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2017,"ISIS LODGE, CLOGHEEN, CO. CORK",Cork,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"2 WOODLANDS, 2 QUILLS LANE, OLD CORK RD",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"4 ESTUARY MEWS, ROCHESTOWN, CORK",Cork,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2017,"14 WESTFIELD, ROCK RD, SION HILL",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2017,"5 MILLBROOK, KINLOUGH, LEITRIM",Leitrim,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2017,"Apartment 104 Neptune Block, Honeypark, Dun-Laoghaire",Dublin,,"€308,370.05",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/11/2017,"SILLARY LODGE, FALLS RD, SHANKILL",Dublin,,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2017,"APT 59 MUSIC HALL, COWS LANE, TEMPLE BAR DUBLIN 2",Dublin,,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"1 THE OLD BOND STORE, DILLON TERRACE, BALLINA",Mayo,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"23 DROMIN DR, TOWER, BLARNEY",Cork,,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"38 ALDERGROVE, NAAS, CO KILDARE",Kildare,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2017,"6 ARDMANAGH BEG, SCHULL, CORK",Cork,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"20 ROPEWALK PLACE, RINGSEND, DUBLIN 4",Dublin,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"STEEPLEWOOD, KILLINEY AVE, KILLINEY",Dublin,,"€2,825,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"SUNNINGWELL, 7 TEMPLE GARDENS, RATHMINES DUBLIN 6",Dublin,,"€3,320,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"31 Aughamore, Kilcock road, Clane",Kildare,,"€281,900.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/08/2017,"5 ARD NA GREINE, KILTERAGH, DOORADOYLE RD",Limerick,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"16 ALANDALE ORCHARD, SOUTH CIRCULAR ROAD, LIMERICK",Limerick,,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2017,"82 DORAN CLOSE, BUNDORAN, CO DONEGAL",Donegal,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"APT 1, BALLYCULLANE STORES, BALLYCULLANE",Wexford,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2017,"53 THE HAMPTON, SANTRY CROSS, BALLYMUN DUBLIN 9",Dublin,,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"2 THE PARK, ST WOLSTANS ABBEY, CELBRIDGE",Kildare,,"€604,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"APT 33 RIVERGATE, CRYWELL RD, NEW ROSS",Wexford,,"€55,357.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2017,"8 THE RAMBLINGS, PIERCESTOWN, WEXFORD",Wexford,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"2 CLOONRADOON, STROKESTOWN, ROSCOMMON",Roscommon,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
