Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,VAT Exclusive,Description of Property,Property Size Description,lat,lng
19/12/2022,"5 SILVERBIRCHES, STONEPARK, LONGFORD",Longford,N39X3F1,125000,No,No,0,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
21/10/2022,"1 SEANMARA MUCKINISH, BALLYVAUGHAN, CLARE",Clare,H91P73F,280000,No,No,0,Second-Hand Dwelling house /Apartment,,53.11806,-9.15028
10/11/2022,"279 COILLE BHEITHE, ST CONLANS RD, NENAGH",Tipperary,E45DD23,185000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
27/10/2022,"3 THE WARREN, BOYLE, ROSCOMMON",Roscommon,F52WE22,146000,No,No,0,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
16/06/2022,"APT 5 BLOCK 9A, THE OAKS, ROCKFIELD",Dublin,D16XN44,413000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/12/2022,"10 SEAVIEW, ROSTELLAN, MIDLETON",Cork,P25P043,205000,No,No,0,Second-Hand Dwelling house /Apartment,,51.91526,-8.18052
14/06/2022,"31 EMERALD VILLAS, CLARE ST, LIMERICK",Limerick,V94YR7T,190000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
21/12/2022,"9 ELVANA, STAMULLEN, MEATH",Meath,K32DN20,298000,No,No,0,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
12/5/2022,"35 THE WOODS, Ros Mor, Kilmallock Road",Limerick,,299560,No,Yes,1,New Dwelling house /Apartment,,,
28/10/2022,"47 ARDRATH GARDENS, CRODAUN, CELBRIDGE",Kildare,,383260,No,Yes,1,New Dwelling house /Apartment,,53.33861,-6.54361
16/12/2022,"3 THE CLOISTERS, ABBEYLANDS, CLANE",Kildare,W91H5R2,380000,No,No,0,Second-Hand Dwelling house /Apartment,,53.29139,-6.68917
13/01/2022,"87 BALLSGROVE, DROGHEDA, LOUTH",Louth,A92DY8P,218000,No,No,0,Second-Hand Dwelling house /Apartment,,53.7126587,-6.3592975
23/11/2022,"107 COLLEGE SQUARE, WAINSFORT MANOR DRIVE, TERENURE",Dublin,D6WP814,920000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/9/2022,"SUMMIT HOUSE, 23 CHAPEL ST, SHANDON",Cork,T23DKD7,305000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
28/06/2022,"APARTMENT 8 GROVE HOUSE, THE GROVE, GOATSTOWN ROAD",Dublin,D14C1F6,492090,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/5/2022,"58A Waverley Drive, Rathnew",Wicklow,,322080,Yes,Yes,1,New Dwelling house /Apartment,,52.99056,-6.08528
22/12/2022,"34 WOODGLADE, FENAGH, CARLOW",Carlow,R21EK68,258000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
21/01/2022,"HAZELDENE, CLOVERHILL, BELTURBET",Cavan,H14YR90,160000,No,No,0,Second-Hand Dwelling house /Apartment,,54.1,-7.45
7/7/2022,"4 CANNON MEWS EAST, BEGGARS BUSH, HADDINGTON RD DUBLIN 4",Dublin,D04WY05,405000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/8/2022,"HETHERWOOD, 6 LA TOUCHE CLOSE, GREYSTONES",Wicklow,A63YX81,850000,No,No,0,Second-Hand Dwelling house /Apartment,,53.14083,-6.06306
2/7/2022,"18 RYEMOUNT ABBEY, LEIXLIP, CO KILDARE",Kildare,W23F9C8,800000,No,No,0,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
27/01/2022,"12 IVY MEWS, CROMWELLSFORT, MULGANNON",Wexford,Y35RH6V,140000,No,No,0,Second-Hand Dwelling house /Apartment,,52.5,-6.66667
11/3/2022,"FORT LISLE, EAST HILL, COBH",Cork,P24NY60,560000,No,No,0,Second-Hand Dwelling house /Apartment,,51.85722,-8.29917
22/04/2022,"APT 14 IRISHTOWN CENTRAL, IRISHTOWN, ATHLONE",Westmeath,N37EY19,130000,No,No,0,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
15/06/2022,"67 Drumnigh Manor, Portmarnock",Dublin,,610000,No,Yes,1,New Dwelling house /Apartment,,53.4146107,-6.1562375
31/01/2022,"BELLA VISTA (BOTTOM OF THE HILL), GRABALL BAY, CROSSHAVEN",Cork,,230000,No,No,0,Second-Hand Dwelling house /Apartment,,51.79833,-8.30083
21/09/2022,"KILMURRAY, BALLINAGAR, TULLAMORE",Offaly,R35YA49,270000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
11/7/2022,"2  The Meadows, Cois Caislean, Maglin Road  Ballincollig",Cork,,361230,No,Yes,1,New Dwelling house /Apartment,,51.88333,-8.58333
12/8/2022,"19 BALLYMACOOL WOODS, BALLYMACOOL, LETTERKENNY",Donegal,F92K6K8,145000,No,No,0,Second-Hand Dwelling house /Apartment,,,
10/6/2022,"131 Millquarter, Knockmullen, Gorey",Wexford,,343610,No,Yes,1,New Dwelling house /Apartment,,52.67472,-6.2925
19/05/2022,"108 MONKFIELD, ABBEYSIDE, DUNGARVAN",Waterford,X35W942,380000,No,No,0,Second-Hand Dwelling house /Apartment,,52.08806,-7.62528
6/4/2022,"DROMENA HILL, DROMENA RD, CASTLEBELLINGHAM",Louth,A91F209,665000,No,No,0,Second-Hand Dwelling house /Apartment,,53.90083,-6.39028
2/3/2022,"116 CLONLEA, ROCHESTOWN, CORK",Cork,T12AH96,178000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8687677,-8.4064221
10/1/2022,"15 GLEANN ??RGA, BALLINHASSIG, CORK",Cork,T12HK1H,435000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8105363,-8.536748
17/08/2022,"13 THE RISE, MILLTREE PARK, RATOATH",Meath,A85XE10,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.50806,-6.4625
27/07/2022,"88 SHANLISS AVE, SANTRY, DUBLIN 9",Dublin,D09P735,425000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3954308,-6.251975
8/11/2022,"24 SPRINGDALE, CONVENT RD, CLAREMORRIS",Mayo,F12X3C6,197000,No,No,0,Second-Hand Dwelling house /Apartment,,53.71667,-9
5/12/2022,"12 THE CAIRNS, CROSSIKIEL, KELLS",Meath,A82Y319,215000,No,No,0,Second-Hand Dwelling house /Apartment,,53.72639,-6.87917
8/8/2022,"No 93, Berford, Station Road",Meath,,400880,No,Yes,1,New Dwelling house /Apartment,,53.66667,-6.66667
1/9/2022,"6 The Grange, Lurganboy, Donegal Town",Donegal,F94K4RP,219820,No,Yes,1,New Dwelling house /Apartment,,54.91667,-8
24/05/2022,"1 Ormond Lawn, Ormond, Six Cross Roads",Waterford,,255500,No,Yes,1,New Dwelling house /Apartment,,52.25833,-7.11194
3/10/2022,"ARTYDOWNEY, BELTURBET, CAVAN",Cavan,H14H768,355000,No,No,0,Second-Hand Dwelling house /Apartment,,54.1,-7.45
1/3/2022,"Golden Island, ATHLONE, WESTMEATH",Westmeath,N37CF65,118000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4181188,-7.9338395
31/03/2022,"28 RYECROFT, CHURCH RD, BRAY",Wicklow,A98WY22,512000,No,No,0,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
3/5/2022,"NO 2 COIS NA HABHANN, BRIDGE ROAD, PORTUMNA",Galway,H53W298,245000,No,No,0,Second-Hand Dwelling house /Apartment,,53.08917,-8.21889
30/09/2022,"20, THORNBROOKE, HERBERT ROAD",Wicklow,,462560,No,Yes,1,New Dwelling house /Apartment,,53,-6.41667
28/10/2022,"46 RICHMOND PARK, CORBALLY, LIMERICK",Limerick,V94Y9NA,287000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
9/11/2022,"8 BRIDE PLACE, WEXFORD",Wexford,Y35K4A6,103000,No,No,0,Second-Hand Dwelling house /Apartment,,52.3346894,-6.4620872
28/06/2022,"APARTMENT 19 GROVE HOUSE, THE GROVE, GOATSTOWN ROAD",Dublin,D14C9V0,605860,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/09/2022,"28 CLONKEEN RD, BLACKROCK, DUBLIN",Dublin,A94X8N9,840000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/10/2022,"4 STATION CT, PORTARLINGTON, LAOIS",Laois,R32AY64,275000,No,No,0,Second-Hand Dwelling house /Apartment,,53.1525092,-7.1814609
20/12/2022,"4 BREEZY POINT, ROSSNOWLAGH LOWER, ROSSNOWLAGH",Donegal,,484580,No,Yes,1,New Dwelling house /Apartment,,54.55,-8.2
10/2/2022,"27 TALBOT PLACE, LAKESIDE, KILKENNY",Kilkenny,R95KX80,176000,No,No,0,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
8/3/2022,"55 ST PATRICKS PLACE, FETHARD, TIPPERARY",Tipperary,E91F5H6,120000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
27/05/2022,"TULLY, KILMORE, CARRICK ON SHANNON",Roscommon,N41N9E5,307000,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
26/08/2022,"5 COIS GLAISIN LAWN, JOHNSTOWN, NAVAN",Meath,C15EKV9,353000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
28/02/2022,"135 BLOCK N CEDAR PLACE, RIDGEWOOD, SWORDS",Dublin,K67T3Y8,345760,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/11/2022,"DERRYCLOGH, BALLINGARRY, LIMERICK",Limerick,,350000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47278,-8.86389
15/09/2022,"48 FIELBROOK, PORTLAOISE, CO LAOIS",Laois,R32WN7V,260000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0389967,-7.2785315
22/07/2022,"49 Farmhill Manor, Strandhill Road  Sligo",Sligo,,383260,No,Yes,1,New Dwelling house /Apartment,,54.26969,-8.46943
21/07/2022,"8 WOODFIELD PARK, NEWCASTLE WEST, LIMERICK",Limerick,V42K400,143000,No,No,0,Second-Hand Dwelling house /Apartment,,52.4423091,-9.0469064
18/11/2022,"15 WILLOWBANK PARK, RATHFARNHAM, DUBLIN 14",Dublin,D14P6V3,893000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2887399,-6.293584
21/09/2022,"46 BEALACH NA GAOITHE, GALWAY RD, TUAM",Galway,H54FR99,200000,No,No,0,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
2/11/2022,"LOWER BRIDGE ST, KILLORGLIN, KERRY",Kerry,V93DN88,180000,No,No,0,Second-Hand Dwelling house /Apartment,,52.1063608,-9.7841653
30/09/2022,"2 LOCK QUAY, OLD CLARE ST, LIMERICK",Limerick,,195000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
1/3/2022,"MAIN STREET, BALLYPOREEN, COUNTY TIPPERARY",Tipperary,E21DX86,190000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2700927,-8.0992383
20/01/2022,"187 ASHBROOK, HOWTH RD, CLONTARF",Dublin,,385520,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/8/2022,"11 Abbey View, Mungret Gate, Mungret",Limerick,,268720,No,Yes,1,New Dwelling house /Apartment,,52.6336723,-8.6734511
4/4/2022,"CAHERULLA, BALLYHEIGUE, KERRY",Kerry,V92FY00,230000,No,No,0,Second-Hand Dwelling house /Apartment,,52.38333,-9.83361
9/12/2022,"53 PALACE FIELDS TUAM, GALWAY",Galway,H54T883,385000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5236404,-8.8478007
29/04/2022,"10 PATRICIAN VILLAS, STILLORGAN, DUBLIN",Dublin,A94F208,490000,No,No,0,Second-Hand Dwelling house /Apartment,,53.291758,-6.1949506
24/02/2022,"LAHERDANE HETTYFIELD, DOUGLAS RD, CORK",Cork,T12X4DK,780000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
1/6/2022,"43 TALBOTS GATE, FRESHFORD RD, KILKENNY",Kilkenny,R95HK13,230000,No,No,0,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
21/03/2022,"3 RAVENSWOOD DR, CLONSILLA, DUBLIN 15",Dublin,D15E8P3,445000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/10/2022,"1 ARDUAIN, GREENVILLE LANE, ENNISCORTHY",Wexford,Y21X8H1,230000,No,No,0,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
8/2/2022,"11 STRAND ROAD, TRALEE, CO KERRY",Kerry,V92CA3A,157000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2584335,-9.7357129
4/8/2022,"51 INNISMORE, CRUMLIN, DUBLIN 12",Dublin,D12X7P6,450000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3222844,-6.3176084
17/05/2022,"1 ESKER GLENN, BONNAVALLEY, ATHLONE",Westmeath,N37FW62,110000,No,No,0,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
17/11/2022,"47 Ferns Wood, Ferns Bridge, Monasterevin",Kildare,,325950,No,Yes,1,New Dwelling house /Apartment,,53.1506654,-7.0593091
25/11/2022,"47 Sanderling, Barnageeragh Cove, Skerries",Dublin,,273130,No,Yes,1,New Dwelling house /Apartment,,53.5843736,-6.1362283
21/10/2022,"17 OAK AVE, CLASSES LAKE, OVENS",Cork,P31H270,297500,No,No,0,Second-Hand Dwelling house /Apartment,,51.883466,-8.6307106
28/09/2022,"5 THE MEADOWS, BARRADUFF, KILLARNEY",Kerry,,237880,No,Yes,1,New Dwelling house /Apartment,,52.05,-9.51667
28/06/2022,"29 ST LAURANCE PARK, STILLORGAN, DUBLIN",Dublin,A94PW10,730000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/12/2022,"BALLYOWEN HOUSE, WELLINGTONBRIDGE, WEXFORD",Wexford,Y35Y6Y4,490000,No,No,0,Second-Hand Dwelling house /Apartment,,52.26333,-6.77833
11/1/2022,"KILLYNURE, CONVOY, LIFFORD",Donegal,,182500,No,Yes,1,New Dwelling house /Apartment,,54.8510495,-7.7030763
14/12/2022,"7 Westmill Place, Millers Glen, Swords",Dublin,,380600,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
23/06/2022,"38 Hollywoodrath Drive, Hollystown, Dublin 15",Dublin,,422910,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
4/3/2022,"110 GLASNEVIN DOWNS, GLASNEVIN, DUBLIN 11",Dublin,D11KPV4,427000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/03/2022,"150 Temple Mill, Rathangan",Kildare,,222910,No,Yes,1,New Dwelling house /Apartment,,53.22139,-6.995
2/11/2022,"41 GLENSIDE, GRANGE, DOUGLAS",Cork,T12RD4R,350000,No,No,0,Second-Hand Dwelling house /Apartment,,51.87444,-8.435
4/8/2022,"69 CARRIGEEN, CLYBAUN RD, GALWAY",Galway,H91PK6W,405000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
30/09/2022,"3 ARD RATHA, SIXMILEBRIDGE, CLARE",Clare,V95AD72,248000,No,No,0,Second-Hand Dwelling house /Apartment,,52.74139,-8.77417
23/06/2022,"15 ARDAMINE COURT, ARDAMINE, COURTOWN",Wexford,Y25PD88,325000,No,No,0,Second-Hand Dwelling house /Apartment,,52.64424,-6.22899
21/07/2022,"Apartment 10, The Benson Building, 76 Sir John Rogerson's Quay",Dublin,,696610,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
14/02/2022,"26 CARN GLAS WAY, GRACEDIEU, WATERFORD",Waterford,X91KC5C,195000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
31/03/2022,"63 FOXHILL AVE, BALDOYLE DUBLIN 13, DUBLIN",Dublin,D13V5R7,505000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/12/2022,"44 Beresford Square, Donabate, Co. Dublin",Dublin,,594710,No,Yes,1,New Dwelling house /Apartment,,53.38046,-6.27113
22/11/2022,"493A, COLLINS AVE EXTENSION, WHITEHALL",Dublin,,520000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3849779,-6.2508261
26/05/2022,"13 ANGLERS WALK, RHEBOGUE, LIMERICK",Limerick,V94XNV9,238000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
30/03/2022,"9 ODONOVAN RD, CIRCULAR RD SOUTH, DUBLIN 8",Dublin,D08A2P0,455000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/11/2022,"34 REDWOOD PARK, MURNTOWN, WEXFORD",Wexford,Y35XR53,240000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2881632,-6.528497
8/7/2022,"FLEMBY, BALLYMACELLIGOTT, TRALEE",Kerry,V92HP11,525000,No,No,0,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
20/12/2022,"1 APT CYPRESS, HAZELDENE, ANGLESEA ROAD",Dublin,D04KX46,725000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/07/2022,"14 BRANDON WAY, EARLSCOURT, DUNMORE RD",Waterford,X91X5HK,305000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
20/12/2022,"GROGAN HOUSE, GROGAN, RATHDOWNEY",Laois,R32PD36,395000,No,No,0,Second-Hand Dwelling house /Apartment,,52.85472,-7.58028
16/12/2022,"7 The Willows, Cois Caislean, Ballincollig",Cork,,330400,No,Yes,1,New Dwelling house /Apartment,,51.880594,-8.5951988
17/08/2022,"51 LORCAN RD, SANTRY, DUBLIN 9",Dublin,D09R284,470000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3907654,-6.2450619
21/12/2022,"10 Harpur Avenue, Harpur Lane, Leixlip",Kildare,,436120,No,Yes,1,New Dwelling house /Apartment,,53.3638654,-6.5261437
25/10/2022,"8 THE MEADOWS, KILLENAGH, GOREY",Wexford,Y25N1W5,255000,No,No,0,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
28/10/2022,"11 THE WATERS EDGE, OLDTOWN DEMESNE, NAAS",Kildare,W91DA09,310000,No,No,0,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
26/04/2022,"32 CHESTNUT GROVE, DUNBOYNE, MEATH",Meath,A86F956,577000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4105436,-6.4691104
19/12/2022,"50 The Woods, Ros Mor, Kilmallock Road",Limerick,,321580,No,Yes,1,New Dwelling house /Apartment,,52.66472,-8.62306
12/8/2022,"17 COIS NA HABHAINN, MOATE, WESTMEATH",Westmeath,N37AE63,272000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3989737,-7.7210729
13/04/2022,"41 The Drive, St Marnock's Bay, Station Road",Dublin,,449340,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
10/2/2022,"1 BALLYNOE PARK, BALLYNOE, COBH",Cork,P24H795,340000,No,No,0,Second-Hand Dwelling house /Apartment,,51.85722,-8.29917
20/04/2022,"32 PERCY FRENCH PL, BALLYJAMESDUFF, CO CAVEN",Cavan,A82V0Y3,189950,No,No,0,Second-Hand Dwelling house /Apartment,,53.99083,-7.36056
10/2/2022,"14 THE GRAINSTORE, BAGENALSTOWN, CARLOW",Carlow,,130000,No,No,0,Second-Hand Dwelling house /Apartment,,52.70031,-6.96181
1/9/2022,"SANDYHILL HOUSE, SANDYHILL, ST MARGARETS",Dublin,K67T270,101410,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/02/2022,"15 COIS TR?? UPPER, BALLINSKELLIGS, CO KERRY",Kerry,V23AF50,220000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8,-10.28333
15/02/2022,"CONNAUGHT ST, ATHBOY, MEATH",Meath,C15YT57,150000,No,No,0,Second-Hand Dwelling house /Apartment,,53.6220923,-6.9235636
26/10/2022,"LOUGH MOURNE, TOP ROAD, STRAND HILL",Sligo,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
28/11/2022,"11 Charleston Woods, Midleton",Cork,P25W2C3,317180,No,Yes,1,New Dwelling house /Apartment,,51.9018869,-8.1673747
9/2/2022,"178 TRIMBELSTOWN, GOATSTOWN, DUBLIN 14",Dublin,D14KW31,650000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/12/2022,"33 OCALLAGHAN AVE, KILLEELY, LIMERICK",Limerick,V94EE9D,141000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
27/04/2022,"ARDNAGASHEL LODGE, BANTRY, CORK",Cork,P75XY58,685000,No,No,0,Second-Hand Dwelling house /Apartment,,51.68333,-9.45
28/09/2022,"BOB'S BAR (RESIDENTIAL ELEMENT), 25 MAIN ST, GOREY",Wexford,Y25WV04,367500,No,No,0,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
16/12/2022,"19 ARD LAIGHNE, COOLANEY, SLIGO",Sligo,F56N400,177000,No,No,0,Second-Hand Dwelling house /Apartment,,54.17806,-8.59972
2/8/2022,"26 Curragh Farm, Ballymany, Newbridge",Kildare,,348020,No,Yes,1,New Dwelling house /Apartment,,53.18194,-6.79667
24/08/2022,"31 ROCKFIELD COURT, DUNDALK, LOUTH",Louth,A91E3W4,245000,No,No,0,Second-Hand Dwelling house /Apartment,,53.9877172,-6.3929864
7/4/2022,"52 Curragh Farm, Ballymany, Newbridge",Kildare,,449340,No,Yes,1,New Dwelling house /Apartment,,53.18194,-6.79667
20/07/2022,"24 RIVERSDALE PARK, CLONDALKIN VILLAGE, DUBLIN 22",Dublin,D22TP93,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/11/2022,"11 STATION VIEW, KILNACLOY, MONAGHAN",Monaghan,H18E820,226000,No,Yes,1,New Dwelling house /Apartment,,54.25,-6.96667
9/3/2022,"APT 143 CUSTOMS HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin,D01DT80,365000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/05/2022,"143 SANDHILLS, HACKETSTOWN RD, CARLOW",Carlow,R93F1P0,260000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
23/03/2022,"APT 4 PHOENIX BLOCK, RIVER PARK, CONYNGHAM RD DUBLIN 8",Dublin,D08FD92,255000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/7/2022,"COOLNASOON, CARRIGADROHID, CO. CORK",Cork,P12R718,400000,No,No,0,Second-Hand Dwelling house /Apartment,,51.9,-8.85
21/06/2022,"105 Barnwell Park, Hansfield",Dublin,,370040,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
25/11/2022,"ATHNID, THURLES, TIPPERARY",Tipperary,E41P272,152000,No,No,0,Second-Hand Dwelling house /Apartment,,52.7237136,-7.7683618
16/06/2022,"131 ST JAMES RD, GREENHILLS, DUBLIN 12",Dublin,D12W8K1,395000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3112772,-6.3376409
26/07/2022,"APT 15 ROWAN HALL, MILLTOWN COURT, PROSPECT LANE",Dublin,D06RT02,420000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/01/2022,"33 SYLVAN CLOSE, KINGSWOOD, DUBLIN 24",Dublin,D24P461,425000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3042786,-6.3664644
10/5/2022,"THE KEEP, LISRYAN, COUNTY LONGFORD",Longford,N39Y897,295000,No,No,0,Second-Hand Dwelling house /Apartment,,53.73333,-7.5
25/11/2022,"APT 53, THE STRAND, 149 NORTH STRAND RD",Dublin,D03PN77,255000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3550033,-6.2460175
8/2/2022,"CROBALLY UPPER, PICKARDSTOWN, TRAMORE",Waterford,,100000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
26/10/2022,"9 MONALIN, WICKLOW HILLS, NEWTOWNMOUNTKENNEDY",Wicklow,A63XD83,455000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0886837,-6.1136454
25/07/2022,"114 BALREASK VILLAGE, NAVAN, MEATH",Meath,C15X3F1,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.6409935,-6.6939561
19/07/2022,"88 BALLYFIN RD, PORTLAOISE, LAOIS",Laois,R32XY9K,220000,No,No,0,Second-Hand Dwelling house /Apartment,,53.043158,-7.3330774
1/6/2022,"397 ARD BAITHIN, ST JOHNSTON, LIFFORD",Donegal,F93DK5D,132000,No,No,0,Second-Hand Dwelling house /Apartment,,54.83194,-7.48361
16/09/2022,"12 CIONN TOR, DUBLIN ROAD, CASTLEPOLLARD",Westmeath,N91K5V2,180000,No,No,0,Second-Hand Dwelling house /Apartment,,53.66667,-7.3
19/12/2022,"CRANCAM, DRUM, ATHLONE",Roscommon,N37YX83,405000,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
22/02/2022,"5 RADHARC NA COILLE, BALLYCASEY, SHANNON",Clare,V14E285,260500,No,No,0,Second-Hand Dwelling house /Apartment,,52.70389,-8.86417
30/05/2022,"17 CARRIGMORE LAWNS, CARRIGMORE, CITYWEST",Dublin,D24RV10,292000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/06/2022,"ARDAMADANE, BLARNEY, CORK",Cork,T23HV21,210000,No,No,0,Second-Hand Dwelling house /Apartment,,51.9482556,-8.563954
17/10/2022,"47 Gort na Fuinse, Headford",Galway,,281360,No,Yes,1,New Dwelling house /Apartment,,53.46667,-9.1
15/07/2022,"JOHNSTOWN GLEBE, RATHDOWNEY, LAOIS",Laois,,415000,No,No,0,Second-Hand Dwelling house /Apartment,,52.85472,-7.58028
22/07/2022,"22 Chestnut Close, Royal Canal, Ardmore",Westmeath,,209250,No,Yes,1,New Dwelling house /Apartment,,53.5,-7.5
8/12/2022,"38 Newpark Drive, Kinsealy Woods, Chapel Road",Dublin,,493400,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
20/05/2022,"34 A Castlemanor, Racecourse Road, Roscommon",Roscommon,,193830,No,Yes,1,New Dwelling house /Apartment,,53.63333,-8.18333
26/08/2022,"71 MAPLEWOOD PARK, SPRINGFIELD, TALLAGHT",Dublin,D24V3W4,330000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2854274,-6.3823627
24/08/2022,"APT 1, GARRANBAWN COURT, MURROE",Limerick,,111000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
10/6/2022,"4 The Walk, Whitefield Hall, Bettystown",Meath,,299560,No,Yes,1,New Dwelling house /Apartment,,53.70139,-6.24611
17/11/2022,"23 OAKRIDGE, MEADOWLANDS, MASSYTOWN MACROOM",Cork,P12XD61,207000,No,No,0,Second-Hand Dwelling house /Apartment,,51.9,-8.95
21/03/2022,"60 CASTLE ELMS COURT, BLOCK B, COOLOCK DUBLIN 17",Dublin,D17YR96,145000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2022,"11 Hollywoodrath Lawns, Hollystown, Dublin 15",Dublin,,394270,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
3/2/2022,"17 MILLERS SQUARE, LUSK VILLAGE, LUSK",Dublin,K45D577,240000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/6/2022,"17 BAYSIDE SQ WEST, BAYSIDE, SUTTON",Dublin,D13WY05,521000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3878633,-6.1406721
