Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
2/12/2019,"68 THE WEIR, CASTLECOMER RD, KILKENNY",Kilkenny,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
12/11/2019,"3 The Square, Green Lane Manor",Dublin,,"???281,938.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
2/4/2019,"90 AVONDALE CLOSE, WATERFORD, WATERFORD",Waterford,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2373705,-7.1154515
28/08/2019,"LYNDALE, BLACKLION, GREYSTONES",Wicklow,,"???412,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.14083,-6.06306
15/08/2019,"28 WOODLANDS, RATOATH, MEATH",Meath,,"???385,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5075969,-6.4716147
20/08/2019,"17 Cedar View, Coolfadda, Bandon",Cork,,"???192,287.00",No,Yes,New Dwelling house /Apartment,,51.74694,-8.7425
31/10/2019,"6 SUMMERHILL RD, DUN LAOGHAIRE, DUBLIN",Dublin,,"???1,040,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2889572,-6.1277936
21/05/2019,"114 Carton Grove, Dublin Road, Maynooth",Kildare,,"???296,261.78",No,Yes,New Dwelling house /Apartment,,53.385,-6.59361
23/05/2019,"TULLY O DEA, RUAN, CLARE",Clare,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.93056,-8.98972
27/08/2019,"39 BELFRY AVE, ST ALPHONSUS RD, DUNDALK",Louth,,"???305,000.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
8/5/2019,"34 THE MEADOWS, SMITHBOROUGH, MONAGHAN",Monaghan,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2193896,-7.1033436
20/12/2019,"2 Mill Stream, Millerstown, Maynooth Road",Meath,,"???335,000.00",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
4/4/2019,"36 ALBANY RD, RANELAGH, DUBLIN 6",Dublin,,"???1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3183249,-6.2526547
17/12/2019,"3 WESTWOOD RD, VALLEY PARK, FINGLAS DUBLIN 11",Dublin,,"???199,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/12/2019,"CORCLOUGH WEST, BELMULLET, CO MAYO",Mayo,,"???160,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2543815,-10.0397834
7/5/2019,"2 BERRYS CLOSE SPA RD, INCHICORE DUBLIN 8, DUBLIN",Dublin,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/11/2019,"59 GROSVENOR RD, RATHGAR, DUBLIN 6",Dublin,,"???2,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/8/2019,"51 CANON SHEEHAN PLACE, MALLOW, CORK",Cork,,"???145,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13333,-8.63333
23/08/2019,"5 ST JOHNS, CASTLEDERMOT, CO KILDARE",Kildare,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.90889,-6.84222
19/03/2019,"114 EDWARD WALSH ROAD, TOGHER, CORK",Cork,,"???100,200.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.8808126,-8.4879769
31/03/2019,"1659 PAIRC MHUIRE, NEWBRIDGE, KILDARE",Kildare,,"???166,034.50",Yes,No,Second-Hand Dwelling house /Apartment,,53.1783317,-6.8032265
14/11/2019,"Apartment No.144 Abbot Court, Cualanor, Upper Glenageary Road",Dublin,,"???340,089.43",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
14/05/2019,"9 HEALTHFIELD RD, TERENURE, DUBLIN 6",Dublin,,"???1,460,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3120596,-6.2806263
28/03/2019,"36 GLENDOHER PARK, RATHFARNHAM, DUBLIN 16",Dublin,,"???545,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2822219,-6.2916859
22/05/2019,"124 Ardmore Hills, ARDMORE ROAD, MULLINGAR",Westmeath,,"???235,682.82",No,Yes,New Dwelling house /Apartment,,53.53333,-7.35
31/01/2019,"55 ALLENDALE SQ, CLONSILLA, DUBLIN 15",Dublin,,"???297,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3889005,-6.4263493
28/08/2019,"APT 53, GRAND CENTRAL PTS. CANAL ROAD, LETTERKENNY",Donegal,,"???87,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
22/10/2019,"1 DEERPARK, CALVERSTOWN, KILCULLEN",Kildare,,"???410,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.13028,-6.74444
1/2/2019,"226 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13",Dublin,,"???306,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/06/2019,"TULLYKEEL, ARDEE, COUNTY LOUTH",Louth,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.85972,-6.54056
26/09/2019,"19 The Forge Court, Lusk",Dublin,,"???317,180.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
16/04/2019,"19 BEECHPARK, GRATTAN PARK, CLAREMORRIS",Mayo,,"???125,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71667,-9
26/01/2019,"40 PAIRC AN CALLAN, KENMARE, KERRY",Kerry,,"???166,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8883225,-9.5836293
19/09/2019,"UNIT 16 CASTLE VERNON, DOLLYMOUNT AVENUE, CLONTARF",Dublin,,"???788,545.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
9/12/2019,"32 Radharc Na Coille, Drumkeen",Donegal,,"???140,088.10",No,Yes,New Dwelling house /Apartment,,54.91667,-8
22/08/2019,"12 churchfield walk, ashbourne",Meath,,"???295,154.00",No,Yes,New Dwelling house /Apartment,,53.5083202,-6.4131904
8/4/2019,"89 HILL OF DOWN HOUSE, SPENCER DOCK, NORTH WALL DUBLIN 1",Dublin,,"???435,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/10/2019,"153 Carrowkeel, Woodhaven, Castletroy",Limerick,,"???189,430.00",No,Yes,New Dwelling house /Apartment,,52.66472,-8.62306
27/07/2019,"5 BAWNLEA GREEN, TALLAGHT, DUBLIN 24",Dublin,,"???142,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2824672,-6.3978981
5/10/2019,"HOUSE AT CREGGAN, EDMONDSTOWN, BALLAGHADERREEN",Roscommon,,"???47,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9,-8.58333
13/12/2019,"21A ABBEY COURT, FATHER RUSSELL RD, DOORADOYLE",Limerick,,"???307,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
21/08/2019,"12 WILLOW WOOD, FAITHLEGGE, WATERFORD",Waterford,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
4/12/2019,"APT 40 CROI OIGE, DUBLIN RD, ATHLONE",Westmeath,,"???133,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4166493,-7.9083837
13/12/2019,"25 The Walk  Elsmore, Jigginstown, Naas",Kildare,,"???270,400.00",No,Yes,New Dwelling house /Apartment,,53.21583,-6.66694
19/12/2019,"14 OSULLIVAN AVE, BALLYBOUGH RD, DUBLIN 3",Dublin,,"???262,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/02/2019,"5 THE CORNSTORE, GREENSTREET, KILKENNY",Kilkenny,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
17/12/2019,"1 CASTLEVIEW ROW, SWORDS DEMESNE, SWORDS",Dublin,,"???336,496.75",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/06/2019,"2 MONAVILLE, GLASHEEN ROAD, CORK CITY",Cork,,"???230,500.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
15/11/2019,"77 CLAREVIEW PK, BALLYBANE, GALWAY",Galway,,"???191,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2836217,-9.0074841
28/08/2019,"19 Millers Avenue, Millers Glen, Swords",Dublin,,"???370,044.05",No,Yes,New Dwelling house /Apartment,,53.4735061,-6.2410853
13/06/2019,"72 MONALIN, NEWTOWNMOUNTKENNEDY",Wicklow,,"???245,814.00",No,Yes,New Dwelling house /Apartment,,53.088114,-6.1138655
30/01/2019,"WHITE WINDS, BALLYOONAN, OMEATH",Louth,,"???250,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.09011,-6.25937
23/05/2019,"PURTS, KILTOOM, ATHLONE",Roscommon,,"???295,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
25/07/2019,"6 College View Place, College View Estate, Westport Road",Mayo,,"???265,000.00",No,Yes,New Dwelling house /Apartment,,53.75977,-9.11719
11/7/2019,"62 BROOKVILLE PARK, MALAHIDE RD, COOLOCK",Dublin,,"???330,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
21/03/2019,"DROGHEDA RD, ARDEE, LOUTH",Louth,,"???200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.8434669,-6.5399647
22/10/2019,"27 Cluain Cairn, Station Road, Carrigtwohill",Cork,,"???270,000.00",Yes,Yes,New Dwelling house /Apartment,,51.90833,-8.26333
25/09/2019,"14 THE WEIRS, GRAIGLECULLEN, CARLOW",Carlow,,"???22,200.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
21/01/2019,"20 BROOKVILLE GARDENS, CLAREVIEW, LIMERICK",Limerick,,"???232,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
17/12/2019,"13 WHITETHORN AVE, BALLINCOLLIG, CORK",Cork,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8883967,-8.571646
15/04/2019,"2 BOESHILL, MOHILL, CO LEITRIM",Leitrim,,"???80,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.91667,-7.86667
8/2/2019,"MEADOWVIEW BALLAGH, NEWTOWNFORBES, LONGFORD",Longford,,"???250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
15/04/2019,"64 FERNDALE, ENNIS RD, LIMERICK",Limerick,,"???257,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
19/12/2019,"32  BOYD AVENUE, HONEYPARK, DUN LAOGHAIRE",Dublin,,"???750,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2808264,-6.1423474
16/07/2019,"176 SHANAKILL, TRALEE, KERRY",Kerry,,"???95,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2837028,-9.6984613
4/9/2019,"38 ARD NA GREINE, BRAY, CO WICKLOW",Wicklow,,"???245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.1848158,-6.1206031
30/10/2019,"11 HEATHER WAY, FOREST GLEN, FERMOY",Cork,,"???177,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13583,-8.27583
19/12/2019,"CASTLEWOOD HOUSE, CASTLEROBERTS, ADARE",Limerick,,"???565,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.56194,-8.79556
19/07/2019,"THE FARMHOUSE, SANDYFORD VILLAGE, SANDYFORD",Dublin,,"???837,004.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
2/7/2019,"6 THE GLEBE, CITYQUARTER, ATHLONE",Westmeath,,"???117,293.55",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
18/12/2019,"6 Glencree, Newport",Tipperary,,"???220,000.00",Yes,Yes,New Dwelling house /Apartment,,52.7080691,-8.4021288
16/12/2019,"51 BALLYMANY MANOR, NEWBRIDGE, KILDARE",Kildare,,"???275,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.1663417,-6.8148124
20/05/2019,"APT 35A, MAIN STRRET, MULLAGH",Cavan,,"???25,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.81306,-6.95139
12/12/2019,"Apt. 5 Earl House, Mount Hamilton, Dundalk",Louth,,"???265,000.00",No,Yes,New Dwelling house /Apartment,,54,-6.41667
20/02/2019,"76 CASTLERIADA DR, LUCAN, DUBLIN",Dublin,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/8/2019,"17 PRIORY RD, JOHNSTOWN, NAVAN",Meath,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
10/9/2019,"5 THE LOOKOUT, HARBOUR BAY, DUNGARVAN",Tipperary,,"???187,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
14/02/2019,"324 CASTLE PARK, BALLYBANE, GALWAY",Galway,,"???178,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2845356,-9.0027158
5/4/2019,"APT 10, GLENALBYN RD, STILLORGAN",Dublin,,"???340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2869445,-6.195663
18/04/2019,"APT 9, SLANEY HOUSE, LOWER MAYOR ST DUBLIN 1",Dublin,,"???350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3494628,-6.2411706
16/12/2019,"5 Maple CLose, Barraduff, Killarney",Kerry,,"???175,330.39",No,Yes,New Dwelling house /Apartment,,52.05,-9.51667
28/11/2019,"2 FARMHILL DRIVE, GOATSTOWN, DUBLIN 14",Dublin,,"???525,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2976886,-6.2389517
30/07/2019,"11 CLUAIN LARA, ATHENRY, CO GALWAY",Galway,,"???270,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.3032386,-8.7543216
2/8/2019,"907 RIVERPOINT, BISHOPS QUAY, LIMERICK",Limerick,,"???181,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
15/05/2019,"131 WOODFIELD, TUAM, GALWAY",Galway,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5109061,-8.8740641
23/08/2019,"411 LONG BOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin,,"???319,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/05/2019,"28 RIVERSIDE DR, PALMERSTOWN, DUBLIN 20",Dublin,D20HP97,"???357,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3572597,-6.3767225
27/06/2019,"KILLYNEBBER, CAVAN",Cavan,,"???227,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9897078,-7.3476754
6/3/2019,"26 BLOCK A, THE BOTTLEWORKS, DERMOT OHURLEY AVE DUBLIN 4",Dublin,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/11/2019,"13 THE GREEN, SEATOWN PARK, SWORDS",Dublin,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4647644,-6.2102873
18/12/2019,"10 MAPLE LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,,"???365,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3777685,-6.3843373
18/12/2019,"7 PENNYWELL GARDENS, LIMERICK, LIMERICK",Limerick,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
1/8/2019,"19 CARLINN GARDENS, MULLAHARLIN ROAD, DUNDALK",Louth,,"???222,048.50",No,Yes,New Dwelling house /Apartment,,54,-6.41667
1/5/2019,"53 CARLETON VILLAGE, YOUGHAL, CORK",Cork,,"???80,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9491214,-7.8467315
24/07/2019,"30 ROCKVIEW, DEERPARK RD, CASHEL",Tipperary,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
20/12/2019,"QUARRYMOUNT WOOD, JOHNS HILL, WATERFORD",Waterford,,"???550,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
11/11/2019,"SCHOOLHOUSE, CARROWCARDIN, ENNISCRONE",Sligo,,"???68,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.21285,-9.09317
19/12/2019,"11 PRIMROSE FORGE, PRIMROSE HILL, CELBRIDGE",Kildare,,"???250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33861,-6.54361
22/02/2019,"27 White Pines Court, Stocking Avenue, Rathfarnham",Dublin,,"???449,340.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
10/1/2019,"12 GLENBEIGH RD, BLACKHORSE AVE, C RD DUBLIN 7",Dublin,,"???350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/5/2019,"56 CORBALLIS DEMENSE, RATOATH, MEATH",Meath,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.50806,-6.4625
18/10/2019,"8 MONTELADO WAY, FARMLEIGH, DUNMORE RD",Waterford,,"???185,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
31/01/2019,"JODON, ASHGROVE, TOGHER",Cork,,"???300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.8775,-8.49167
24/07/2019,"20 FAIRGREEN PARK, LETTERKENNY, DONEGAL",Donegal,,"???95,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.9626079,-7.7454188
29/05/2019,"FLAT 1, 6 LEINSTER ROAD, DUBLIN 6",Dublin,,"???199,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3241357,-6.2676279
12/9/2019,"31 Belarmine View, Belarmine Woods, Stepaside",Dublin,,"???405,286.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
12/9/2019,"BLOCK A APARTMENT 6, ST ANGELA'S STUDENT RESIDENCES, SLIGO",Sligo,,"???40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
22/11/2019,"13 RINN DUINN, ENNIS ROAD, GORT",Galway,,"???260,792.00",No,Yes,New Dwelling house /Apartment,,53.06639,-8.81667
20/09/2019,"DONAMON, PUTLAND RD, BRAY",Wicklow,,"???785,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
12/12/2019,"26 Parkview Green, Parkview  Poppintree, Ballymun",Dublin,,"???86,123.35",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
12/7/2019,"GARRAUNYKEE, LISNAGRY, LIMERICK",Limerick,,"???411,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
24/09/2019,"APT 63, BROADMEADOW CASTLE, ASHBOURNE",Meath,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.510316,-6.3979246
7/11/2019,"56 RAVEN HALL, SWORDS CENTRAL, SWORDS",Dublin,,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2019,"24 MORNINGTON TOWERS, MORNINGTON, MEATH",Meath,,"???231,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72333,-6.2825
5/2/2019,"21 GOLDENRIDGE DR, SKERRIES RD, RUSH",Dublin,,"???87,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/4/2019,"4 The Walk, Scholarstown Wood, Scholarstown Road",Dublin,,"???263,798.43",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
21/05/2019,"21 PARKHILL WAY, DUBLIN 24",Dublin,,"???335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3011643,-6.3652458
15/11/2019,"14 ST MELS RD, LONGFORD, LONGFORD",Longford,,"???73,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
3/5/2019,"405 Ballisodare Town Centre, Ballisodare, Co. Sligo",Sligo,,"???97,500.00",No,Yes,New Dwelling house /Apartment,,54.26969,-8.46943
21/03/2019,"CASTLETOWN, FORTAL, BIRR",Offaly,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
12/9/2019,"BLOCK C APARTMENT 4, ST ANGELA'S STUDENT RESIDENCES, SLIGO",Sligo,,"???40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
3/12/2019,"APT 2, KEALGORM HOUSE, LIMERICK RD",Kerry,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
8/2/2019,"120 LARKFIELD GARDENS, HAROLDS CROSS, DUBLIN 6W",Dublin,,"???430,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/08/2019,"ALYTH, SCHOOL RD, SHILLELAGH",Wicklow,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.75389,-6.53722
11/9/2019,"24 Kenure Gate, Park Road, Rush",Dublin,,"???334,801.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
24/05/2019,"KILFINANE RD, BALLYCANDERS, KILMALOCK",Limerick,,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
15/11/2019,"ASHBROOK, NEW INN, BALLINASLOE",Galway,,"???75,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3275,-8.21944
1/3/2019,"2 Wygram Green, Wygram",Wexford,,"???387,665.00",No,Yes,New Dwelling house /Apartment,,52.5,-6.66667
13/08/2019,"2 LAMBS TERRACE, ARDEE, LOUTH",Louth,,"???80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.85972,-6.54056
5/6/2019,"TUPELO, LOUGHANURE, CLANE",Kildare,,"???650,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.29139,-6.68917
12/12/2019,"37 Parkview Close, Parkview  Poppintree, Ballymun",Dublin,,"???86,123.35",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
20/12/2019,"10 RIVER COURT, TARA STRRT, TULLAMORE",Offaly,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
3/9/2019,"ASHLEAM, ACHILL, CO. MAYO",Mayo,,"???10,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.93111,-9.915
22/08/2019,"26 CASTILLA PARK, CLONTARF, DUBLIN 3",Dublin,,"???677,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3654682,-6.1965719
24/10/2019,"Station Road, Glenties",Donegal,,"???97,500.00",No,No,New Dwelling house /Apartment,,55.1208328,-7.9003206
5/12/2019,"250 LAUREL PARK, NEWCASTLE, GALWAY",Galway,,"???250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2830461,-9.0764245
18/06/2019,"39 MEADOWMOUNT, DUNDRUM, DUBLIN 14",Dublin,,"???896,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/3/2019,"68 ST JOHNS PARK, TRALEE, KERRY",Kerry,,"???116,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
27/06/2019,"29 maydenhayes crescent, mornington",Meath,,"???329,955.95",No,Yes,New Dwelling house /Apartment,,53.7145754,-6.2864262
12/7/2019,"GRIFFINSTOWN, KINNEGAD, WESTMEATH",Westmeath,,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4679439,-7.1420323
1/4/2019,"4 VILLA BLANCHARD, MAIN ST, BLANCHARDSTOWN DUBLIN 15",Dublin,,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/06/2019,"2 DELANEY PLACE, YOUGHAL, CORK",Cork,,"???52,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
30/04/2019,"21 LIFFEY RISE, LIFFEY VALLEY PARK, LUCAN",Dublin,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/2/2019,"17 NEWCOMEN AVE, NORTH STRAND, DUBLIN 1",Dublin,,"???335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/12/2019,"FRENCHPARK, CASTLEREA, ROSCOMMON",Roscommon,,"???63,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.76667,-8.5
2/7/2019,"1 FORTFIELD SQUARE, TERENURE, DUBLIN 6W",Dublin,,"???700,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/04/2019,"59 ORIEL COVE, CLOGHERHEAD, LOUTH",Louth,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7929684,-6.2458176
18/06/2019,"32 COIS NA HABHANN, MULLINAHONE",Tipperary,,"???43,333.33",No,Yes,New Dwelling house /Apartment,,52.47333,-8.15583
22/08/2019,"55 MULBERRY PARK, SLIGO, SLIGO",Sligo,,"???137,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2799225,-8.4508399
12/12/2019,"MAIN STREET, BALLIVOR, COUNTY MEATH",Meath,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.53167,-6.96111
5/12/2019,"19 Lyreen Lawn, Mariavilla, Maynooth",Kildare,,"???325,990.00",No,Yes,New Dwelling house /Apartment,,53.3885489,-6.5877421
1/11/2019,"34 BROWNS BARN WOOD, DUBLIN 22, DUBLIN",Dublin,,"???412,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/10/2019,"APT 1, 5 DALYMOUNT, PHIBSBORO",Dublin,,"???2,015,007.00",No,No,Second-Hand Dwelling house /Apartment,,53.3610099,-6.2755897
12/11/2019,"11 Dodderbrook Rise, Old Court Road, Ballycullen",Dublin,,"???312,775.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
1/3/2019,"45 SLI NA MONA PORTARLINGTON, PORTARLINGTON, LAOIS",Laois,,"???213,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.169111,-7.1873266
28/06/2019,"GLENMANOR, MOULERSTOWN, GLENMORE",Kilkenny,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.35167,-7.025
3/7/2019,"68 Orwell Gate, Block A Marianella, Rathgar",Dublin,,"???1,038,000.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
8/11/2019,"9 GLENOIR, ST SENANS RD, ENNIS",Clare,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
3/9/2019,"89 KINGSCOURT, CASTLEPOLLARD, CO WESTMEATH",Westmeath,,"???220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.66667,-7.3
14/02/2019,"22 WESTBROOK DR, BALBRIGGAN, DUBLIN",Dublin,,"???252,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.6097901,-6.1952434
7/6/2019,"OMAHONYS LANE, CARRIGEEN, KILL",Waterford,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.17611,-7.335
